Date,Open,High,Low,Close,Adj Close,Volume,SP500_Return,SP500_Return_Squared
2018-11-30,273.80999755859375,276.2799987792969,273.45001220703125,275.6499938964844,253.578857421875,98204200,0.006095272805283436,3.7152350570827806e-05
2018-12-03,280.2799987792969,280.3999938964844,277.510009765625,279.29998779296875,256.9366455078125,103176300,0.013241407499740676,0.00017533487257418863
2018-12-04,278.3699951171875,278.8500061035156,269.8999938964844,270.25,248.61122131347656,177986000,-0.03240239236844167,0.0010499150311984468
2018-12-06,265.9200134277344,269.9700012207031,262.44000244140625,269.8399963378906,248.23403930664062,204185400,-0.0015171273343547176,2.301675348646251e-06
2018-12-07,269.4599914550781,271.2200012207031,262.6300048828125,263.57000732421875,242.46617126464844,161018900,-0.023235951299897972,0.0005399094328112303
2018-12-10,263.3699951171875,265.1600036621094,258.6199951171875,264.07000732421875,242.9261016845703,151445900,0.0018970291994755417,3.5987197836628145e-06
2018-12-11,267.6600036621094,267.8699951171875,262.4800109863281,264.1300048828125,242.9813232421875,121504400,0.00022720322993774467,5.162130769414368e-08
2018-12-12,267.4700012207031,269.0,265.3699951171875,265.4599914550781,244.2047576904297,97976700,0.005035348304543108,2.535473254806515e-05
2018-12-13,266.5199890136719,267.489990234375,264.1199951171875,265.3699951171875,244.12200927734375,96662700,-0.0003390203450144291,1.1493479433370256e-07
2018-12-14,262.9599914550781,264.0299987792969,259.8500061035156,260.4700012207031,239.61431884765625,116961100,-0.018464762356876663,0.0003409474488959294
2018-12-17,259.3999938964844,260.6499938964844,253.52999877929688,255.36000061035156,234.9134979248047,165492300,-0.019618384406662304,0.00038488100672757065
2018-12-18,257.20001220703125,257.95001220703125,253.27999877929688,255.0800018310547,234.65589904785156,134515100,-0.001096486445127054,1.2022825243473638e-06
2018-12-19,255.1699981689453,259.3999938964844,249.35000610351562,251.25999450683594,231.14178466796875,214992800,-0.014975722505870204,0.00022427226457282732
2018-12-20,249.86000061035156,251.6199951171875,244.64999389648438,247.1699981689453,227.37925720214844,252053400,-0.01627794486710199,0.00026497148909641205
2018-12-21,246.74000549316406,249.7100067138672,239.97999572753906,240.6999969482422,222.72039794921875,255345600,-0.026176321028577143,0.00068519978259113
2018-12-24,239.0399932861328,240.83999633789062,234.27000427246094,234.33999633789062,216.83544921875,147311600,-0.026422935982500895,0.0006981715459353405
2018-12-26,235.97000122070312,246.17999267578125,233.75999450683594,246.17999267578125,227.791015625,218485400,0.050524863544073595,0.002552761836147257
2018-12-27,242.57000732421875,248.2899932861328,238.9600067138672,248.07000732421875,229.53982543945312,186267300,0.0076773690172566855,5.894199502713288e-05
2018-12-28,249.5800018310547,251.39999389648438,246.4499969482422,247.75,229.24375915527344,153100200,-0.001289987966181294,1.6640689528925516e-06
2018-12-31,249.55999755859375,250.19000244140625,247.47000122070312,249.9199981689453,231.25169372558594,144299400,0.008758822074451222,7.671696413189402e-05
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,231.4922332763672,126925200,0.0010403109344623296,1.0822468403618854e-06
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,225.96815490722656,144140700,-0.023862763357143546,0.0005694314750390328
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,233.5371551513672,142628800,0.03349573093196567,0.001121963990666642
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,235.3784942626953,103139100,0.007884644787735207,6.216762342875997e-05
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,237.5899658203125,102512600,0.009395330155608672,8.827222873288967e-05
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,238.70034790039062,95006600,0.004673490899932853,2.1841517191755185e-05
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,239.54237365722656,96823900,0.003527556141424526,1.244365233090189e-05
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,239.63490295410156,73858100,0.0003863029265658291,1.4922995107332433e-07
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,238.1729278564453,70908200,-0.0061009229392887665,3.722126071113988e-05
2019-01-15,257.82000732421875,260.70001220703125,257.80999755859375,260.3500061035156,240.90255737304688,85208300,0.011460809156886187,0.00013135014653056627
2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,241.48550415039062,77636700,0.0024198381718569806,5.855616777976134e-06
2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,243.317626953125,96118400,0.0075867131021529755,5.755821569437962e-05
2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,246.55616760253906,127900300,0.013310009559374114,0.0001771563544706303
2019-01-22,264.82000732421875,265.05999755859375,261.05999755859375,262.8599853515625,243.22503662109375,115531200,-0.013510493953920788,0.00018253344687893018
2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,243.7340087890625,86030300,0.002092438336748881,4.378298193096423e-06
2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,243.863525390625,59204100,0.0005314305793751029,2.824184606949575e-07
2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,245.927001953125,96883400,0.00846143460298654,7.159587554061797e-05
2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,244.05783081054688,85613700,-0.007600229599478925,5.776348996479558e-05
2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,243.7340087890625,66136300,-0.0013269869978645987,1.7608944925017004e-06
2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,247.59251403808594,92473700,0.015830768961627273,0.00025061324591642146
2019-01-31,267.510009765625,270.4700012207031,267.2699890136719,269.92999267578125,249.76698303222656,104012100,0.008782443461558875,7.713131315547824e-05
2019-02-01,270.1499938964844,271.20001220703125,269.17999267578125,270.05999755859375,249.88720703125,85782500,0.0004816244446339546,2.319621056689652e-07
2019-02-04,270.1099853515625,272.0299987792969,269.3599853515625,271.9599914550781,251.6453094482422,60744800,0.007035451061470743,4.9497571638349805e-05
2019-02-05,272.44000244140625,273.44000244140625,271.8800048828125,273.1000061035156,252.70016479492188,79552800,0.004191846904899599,1.7571580474116346e-05
2019-02-06,272.7900085449219,273.3399963378906,271.9200134277344,272.739990234375,252.3670654296875,58347800,-0.0013182565400755575,1.7378003054519798e-06
2019-02-07,270.94000244140625,271.54998779296875,268.2900085449219,270.1400146484375,249.96131896972656,95482000,-0.009532799292480854,9.087426235072346e-05
2019-02-08,268.75,270.5799865722656,267.8299865722656,270.4700012207031,250.26658630371094,75788900,0.0012215390329901599,1.4921576091185348e-06
2019-02-11,271.20001220703125,271.489990234375,270.0299987792969,270.6199951171875,250.40545654296875,68021400,0.0005545675890390456,3.0754521081257974e-07
2019-02-12,272.4200134277344,274.5199890136719,272.3399963378906,274.1000061035156,253.62547302246094,72270200,0.012859400817079925,0.00016536418937431583
2019-02-13,275.0299987792969,275.92999267578125,274.55999755859375,274.989990234375,254.44895935058594,65277200,0.0032469321818375807,1.0542568593452552e-05
2019-02-14,273.7799987792969,275.6400146484375,272.8699951171875,274.3800048828125,253.88453674316406,83234400,-0.002218209292064066,4.920452463399366e-06
2019-02-15,276.3599853515625,277.4100036621094,276.1300048828125,277.3699951171875,256.65118408203125,97088700,0.01089725993573043,0.00011875027410687557
2019-02-19,276.4800109863281,278.5799865722656,276.4700012207031,277.8500061035156,257.0953674316406,59120800,0.001730580072748289,2.994907388193473e-06
2019-02-20,277.80999755859375,278.9200134277344,277.25,278.4100036621094,257.61358642578125,76610800,0.002015467145194627,4.06210781335898e-06
2019-02-21,277.70001220703125,278.1000061035156,276.3500061035156,277.4200134277344,256.6974792480469,64214700,-0.003555871633034058,1.2644223070616298e-05
2019-02-22,278.1099853515625,279.3599853515625,277.3999938964844,279.1400146484375,258.2890319824219,78114600,0.006199989681534568,3.843987205113511e-05
2019-02-25,280.7300109863281,281.30999755859375,279.42999267578125,279.5199890136719,258.64056396484375,69030700,0.0013612321605447342,1.852952994901285e-06
2019-02-26,279.1300048828125,280.29998779296875,278.8999938964844,279.32000732421875,258.4555969238281,56844100,-0.0007154468278236514,5.118641634429255e-07
2019-02-27,278.5199890136719,279.5899963378906,277.4800109863281,279.20001220703125,258.3445129394531,56921600,-0.0004295972864135633,1.8455382849389717e-07
2019-02-28,278.9599914550781,279.45001220703125,278.32000732421875,278.67999267578125,257.86334228515625,69268300,-0.001862534056282228,3.469033110811129e-06
2019-03-01,280.44000244140625,280.8800048828125,278.82000732421875,280.4200134277344,259.473388671875,78880500,0.00624379502541994,3.8984976319458796e-05
2019-03-04,281.6000061035156,281.8699951171875,276.8399963378906,279.3999938964844,258.52960205078125,106494600,-0.0036374705171065003,1.3231191762819031e-05
2019-03-05,279.5400085449219,279.760009765625,278.4100036621094,279.0199890136719,258.1779479980469,59114600,-0.0013600747713448103,1.8498033836486379e-06
2019-03-06,279.1499938964844,279.1600036621094,276.9700012207031,277.3299865722656,256.6142272949219,75039800,-0.00605692247132672,3.668630982366258e-05
2019-03-07,276.8299865722656,276.989990234375,274.07000732421875,275.010009765625,254.46749877929688,94885100,-0.008365401936209604,6.99799495543394e-05
2019-03-08,272.94000244140625,274.6499938964844,272.4200134277344,274.4599914550781,253.9585723876953,85795800,-0.001999993785737564,3.9999751429888725e-06
2019-03-11,275.260009765625,278.6199951171875,275.2300109863281,278.44000244140625,257.64129638671875,65098900,0.014501242841361561,0.00021028604394413992
2019-03-12,279.05999755859375,280.07000732421875,278.8500061035156,279.489990234375,258.6128845214844,79667500,0.00377096603850835,1.4220184863583357e-05
2019-03-13,280.4800109863281,282.3800048828125,280.29998779296875,281.3399963378906,260.3246154785156,80639200,0.0066192213251152765,4.3814090950860834e-05
2019-03-14,281.3699951171875,281.8399963378906,280.6700134277344,281.1600036621094,260.1581115722656,67518400,-0.0006397692405066824,4.093046810984972e-07
2019-03-15,280.5400085449219,282.2099914550781,280.3299865722656,281.30999755859375,261.4433898925781,81309000,0.0005334823393465804,2.8460340639469995e-07
2019-03-18,281.54998779296875,282.6600036621094,281.29998779296875,282.3299865722656,262.39141845703125,62199800,0.0036258541200955285,1.314681810021372e-05
2019-03-19,283.510009765625,284.3599853515625,281.4100036621094,282.3999938964844,262.4564514160156,90268100,0.0002479627653750871,6.148553301246049e-08
2019-03-20,282.1600036621094,283.5,280.32000732421875,281.54998779296875,261.6664733886719,84609200,-0.0030099366922338167,9.05971889125545e-06
2019-03-21,280.6400146484375,285.17999267578125,280.5899963378906,284.7300109863281,264.6218566894531,79550400,0.011294701940096408,0.00012757029191561755
2019-03-22,283.2200012207031,283.79998779296875,279.17999267578125,279.25,259.5289611816406,122659300,-0.0192463413580638,0.00037042165567111713
2019-03-25,278.8699951171875,280.19000244140625,277.6400146484375,279.0400085449219,259.3337707519531,85575200,-0.0007519837245412164,5.6547952197488e-07
2019-03-26,280.989990234375,282.17999267578125,279.55999755859375,281.1199951171875,261.2668151855469,68125900,0.007454080090922854,5.5563310001892466e-05
2019-03-27,281.1099853515625,281.760009765625,277.92999267578125,279.6499938964844,259.9007263183594,72224700,-0.005229088098448242,2.7343362341333057e-05
2019-03-28,280.3500061035156,281.2099914550781,279.07000732421875,280.7099914550781,260.8857727050781,56238500,0.003790443703660884,1.4367463470622439e-05
2019-03-29,282.3900146484375,282.8399963378906,281.1400146484375,282.4800109863281,262.5307922363281,82186800,0.0063055095476829415,3.975945065592073e-05
2019-04-01,284.70001220703125,286.1600036621094,284.3999938964844,285.8299865722656,265.6442565917969,77617900,0.011859159783520479,0.0001406396707710695
2019-04-02,286.0400085449219,286.2300109863281,285.0899963378906,285.9700012207031,265.7742614746094,40070400,0.0004898529021275522,2.399558657227852e-07
2019-04-03,287.32000732421875,287.760009765625,285.75,286.4200134277344,266.1925964355469,68243200,0.0015736343151739884,2.4763249578931074e-06
2019-04-04,286.7799987792969,287.4599914550781,286.010009765625,287.17999267578125,266.89886474609375,48997500,0.002653373411137805,7.040390458933071e-06
2019-04-05,287.9200134277344,288.6300048828125,287.6000061035156,288.57000732421875,268.1907653808594,58621700,0.004840221059573491,2.3427739905538725e-05
2019-04-08,288.1000061035156,288.9100036621094,287.3699951171875,288.7900085449219,268.3951721191406,53566300,0.0007623842226123223,5.81229702888195e-07
2019-04-09,287.7200012207031,288.0799865722656,286.70001220703125,287.30999755859375,267.0196533203125,66142300,-0.005124869083197203,2.6264283119910543e-05
2019-04-10,287.7699890136719,288.3900146484375,287.30999755859375,288.2900085449219,267.9305114746094,52601500,0.003410988112685809,1.1634839904883896e-05
2019-04-11,288.8299865722656,288.8399963378906,287.5799865722656,288.2099914550781,267.8561706542969,55093100,-0.00027755762417025487,7.703823473503644e-08
2019-04-12,290.0,290.4700012207031,288.260009765625,290.1600036621094,269.66845703125,69727800,0.006765942419922011,4.5777976829700114e-05
2019-04-15,290.239990234375,290.3500061035156,289.0799865722656,289.9700012207031,269.49188232421875,49596700,-0.0006548195444177063,4.2878863575141245e-07
2019-04-16,290.95001220703125,291.010009765625,289.5,290.1600036621094,269.66845703125,52153200,0.000655248614016557,4.293507461706189e-07
2019-04-17,291.3999938964844,291.42999267578125,288.989990234375,289.45001220703125,269.0086669921875,58268300,-0.0024468963541401934,5.987301767904571e-06
2019-04-18,290.1000061035156,290.32000732421875,288.6600036621094,290.0199890136719,269.5383605957031,68708500,0.001969171817594928,3.877637647210112e-06
2019-04-22,289.1700134277344,290.44000244140625,289.07000732421875,290.2699890136719,269.77069091796875,40160100,0.0008620095492390956,7.430604629793887e-07
2019-04-23,290.67999267578125,293.1400146484375,290.4200134277344,292.8800048828125,272.1963195800781,52246600,0.008991683494423253,8.085037206388355e-05
2019-04-24,292.7900085449219,293.1600036621094,292.07000732421875,292.2300109863281,271.59222412109375,50392900,-0.002219318101775003,4.925372836866203e-06
2019-04-25,292.1199951171875,292.7799987792969,290.7300109863281,292.04998779296875,271.4249267578125,57770900,-0.0006160325311961312,3.7949607949191237e-07
2019-04-26,292.1000061035156,293.489990234375,291.239990234375,293.4100036621094,272.68890380859375,50916400,0.004656791391837833,2.1685706067094945e-05
2019-04-29,293.510009765625,294.45001220703125,293.4100036621094,293.8699951171875,273.1164245605469,57197700,0.0015677429172040735,2.457817854443539e-06
2019-04-30,293.489990234375,294.3399963378906,291.9200134277344,294.0199890136719,273.255859375,81111700,0.0005104090209160361,2.605173686324666e-07
2019-05-01,294.7200012207031,294.95001220703125,291.79998779296875,291.80999755859375,271.20196533203125,71671900,-0.007516466694974855,5.6497271576666217e-05
2019-05-02,291.67999267578125,292.70001220703125,289.5199890136719,291.17999267578125,270.61639404296875,65030200,-0.002158955786585093,4.661090088429257e-06
2019-05-03,292.82000732421875,294.3399963378906,291.29998779296875,294.0299987792969,273.2651672363281,56543700,0.009787781355874214,9.580066387039888e-05
2019-05-06,289.25,293.30999755859375,288.8999938964844,292.82000732421875,272.14068603515625,107198100,-0.004115197293138695,1.693484876145604e-05
2019-05-07,290.1499938964844,290.80999755859375,285.80999755859375,287.92999267578125,267.595947265625,144729900,-0.016699728591370255,0.00027888093502542917
2019-05-08,287.5299987792969,289.42999267578125,286.8699951171875,287.5299987792969,267.22412109375,91568300,-0.0013892053855424358,1.9298916032201075e-06
2019-05-09,285.2300109863281,287.3299865722656,283.29998779296875,286.6600036621094,266.4156188964844,103471100,-0.003025754254794455,9.155188810406747e-06
2019-05-10,285.6199951171875,288.94000244140625,282.29998779296875,288.1000061035156,267.7539367675781,112429300,0.005023381089130252,2.5234357566631437e-05
2019-05-13,282.4200134277344,283.489990234375,279.92999267578125,280.8599853515625,261.02520751953125,127290500,-0.02513023463578734,0.0006315286928497257
2019-05-14,281.989990234375,285.1000061035156,281.8500061035156,283.3999938964844,263.38580322265625,77003200,0.009043682537198894,8.178819383363622e-05
2019-05-15,281.5899963378906,285.7699890136719,281.3599853515625,285.05999755859375,264.9286193847656,73956400,0.005857458355188694,3.4309818382769836e-05
2019-05-16,285.8399963378906,289.2099914550781,285.760009765625,287.70001220703125,267.3822021484375,76749600,0.009261259633227992,8.577092999405827e-05
2019-05-17,285.1400146484375,288.6000061035156,285.1199951171875,285.8399963378906,265.6535339355469,100353000,-0.006465122663262712,4.1797811051033144e-05
2019-05-20,284.05999755859375,285.9599914550781,283.1199951171875,283.95001220703125,263.8970947265625,62877600,-0.0066120352472479604,4.37190101108494e-05
2019-05-21,285.8299865722656,286.92999267578125,285.54998779296875,286.510009765625,266.27618408203125,46847100,0.009015662787600798,8.128217549972979e-05
2019-05-22,285.45001220703125,286.69000244140625,285.1000061035156,285.6300048828125,265.45831298828125,49482500,-0.0030714629605170796,9.433884717828343e-06
2019-05-23,283.1600036621094,283.2099914550781,280.57000732421875,282.1400146484375,262.21484375,98733800,-0.012218570089675529,0.00014929345503631347
2019-05-24,283.739990234375,284.20001220703125,282.0899963378906,282.7799987792969,262.8095703125,55268100,0.0022683210378962038,5.145280330962511e-06
2019-05-28,283.0899963378906,284.1499938964844,280.1300048828125,280.1499938964844,260.3653869628906,70029400,-0.009300533609752026,8.649992542612706e-05
2019-05-29,278.9100036621094,279.3599853515625,276.7099914550781,278.2699890136719,258.6181335449219,104972900,-0.006710708276892463,4.503360557755301e-05
2019-05-30,279.1099853515625,280.0400085449219,277.80999755859375,279.0299987792969,259.3244934082031,62523800,0.0027311955856930137,7.459429327309004e-06
2019-05-31,276.20001220703125,277.1199951171875,275.239990234375,275.2699890136719,255.8300018310547,86862800,-0.013475288614393843,0.00018158340324121234
2019-06-03,275.30999755859375,276.54998779296875,273.0899963378906,274.57000732421875,255.17941284179688,96428000,-0.0025428914062199937,6.466296703827497e-06
2019-06-04,277.1199951171875,280.67999267578125,276.6199951171875,280.5299987792969,260.7185363769531,77231900,0.021706636908962906,0.00047117808589755073
2019-06-05,282.3299865722656,282.989990234375,280.32000732421875,282.9599914550781,262.9769287109375,71169700,0.00866214909761931,7.503282698938701e-05
2019-06-06,283.2900085449219,285.54998779296875,282.57000732421875,284.79998779296875,264.6869812011719,69430400,0.006502673146223659,4.22847580466183e-05
2019-06-07,285.92999267578125,288.8500061035156,285.739990234375,287.6499938964844,267.335693359375,74272200,0.010007044331713288,0.00010014093625687506
2019-06-10,289.3699951171875,290.82000732421875,288.8699951171875,288.9700012207031,268.5624694824219,60799100,0.004588935693472518,2.1058330798826097e-05
2019-06-11,290.989990234375,291.3999938964844,288.17999267578125,288.8999938964844,268.4974365234375,58641300,-0.00024226502378454917,5.869234174932817e-08
2019-06-12,288.6400146484375,289.260009765625,287.82000732421875,288.3900146484375,268.0234680175781,47096300,-0.0017652449249604407,3.116089645098592e-06
2019-06-13,289.3999938964844,289.9800109863281,288.6199951171875,289.5799865722656,269.1293640136719,48945200,0.004126259105325714,1.702601420428336e-05
2019-06-14,289.260009765625,289.92999267578125,288.4100036621094,289.260009765625,268.8320617675781,52324700,-0.001104968649346838,1.2209557160393755e-06
2019-06-17,289.5199890136719,290.2200012207031,289.17999267578125,289.3699951171875,268.9342041015625,39205700,0.00038023006239829016,1.4457490035140762e-07
2019-06-18,291.3900146484375,293.57000732421875,290.989990234375,292.3999938964844,271.75018310546875,85434800,0.010471019215623212,0.00010964224341395054
2019-06-19,292.54998779296875,293.6499938964844,291.4700012207031,293.05999755859375,272.3636169433594,78674400,0.0022571945139746585,5.094927073917295e-06
2019-06-20,296.0400085449219,296.30999755859375,293.1300048828125,295.8599853515625,274.96588134765625,116570000,0.009554315895361709,9.128495222836142e-05
2019-06-21,294.1300048828125,295.5199890136719,293.760009765625,294.0,274.5661926269531,83309500,-0.006286708049932255,3.952269810508301e-05
2019-06-24,294.2300109863281,294.5799865722656,293.4700012207031,293.6400146484375,274.2300109863281,47582700,-0.0012244399713010612,1.4992532433197436e-06
2019-06-25,293.70001220703125,293.7300109863281,290.6400146484375,290.760009765625,271.5403747558594,82028700,-0.009807944214485276,9.619576971445519e-05
2019-06-26,291.75,292.30999755859375,290.3500061035156,290.4700012207031,271.26953125,51584900,-0.0009974155151378783,9.94837709837759e-07
2019-06-27,291.30999755859375,292.05999755859375,290.8900146484375,291.5,272.2314147949219,40355200,0.003545972991938262,1.257392445955559e-05
2019-06-28,292.5799865722656,293.54998779296875,292.010009765625,293.0,273.63232421875,59350900,0.005145797598627766,2.6479232926043282e-05
2019-07-01,296.67999267578125,296.9200134277344,294.3299865722656,295.6600036621094,276.11651611328125,78705600,0.009078510792182248,8.241935820376955e-05
2019-07-02,295.6099853515625,296.489990234375,294.67999267578125,296.42999267578125,276.8355712890625,61504500,0.0026043056353062255,6.782407842087763e-06
2019-07-03,297.17999267578125,298.82000732421875,297.0199890136719,298.79998779296875,279.04888916015625,40898900,0.007995125917571011,6.39220384378157e-05
2019-07-05,297.44000244140625,298.6400146484375,296.010009765625,298.4599914550781,278.7313537597656,51677300,-0.0011378726632552683,1.294754197783637e-06
2019-07-08,297.010009765625,298.260009765625,296.2200012207031,296.82000732421875,277.19976806640625,45841800,-0.005494820672157674,3.0193054219171315e-05
2019-07-09,295.5400085449219,297.5199890136719,295.4800109863281,297.19000244140625,277.54534912109375,41101300,0.0012465302474820028,1.5538376578875431e-06
2019-07-10,298.3699951171875,299.6600036621094,297.7799987792969,298.6099853515625,278.8714599609375,58448500,0.00477803054776782,2.2829575915402452e-05
2019-07-11,299.32000732421875,299.5799865722656,298.20001220703125,299.30999755859375,279.5252380371094,50826100,0.0023442357636067612,5.495441315372975e-06
2019-07-12,299.8500061035156,300.7300109863281,299.510009765625,300.6499938964844,280.7766418457031,40326000,0.004476951484483349,2.0043094594417664e-05
2019-07-15,301.1300048828125,301.1300048828125,300.19000244140625,300.75,280.8699645996094,33900000,0.0003326329803621242,1.106446996245893e-07
2019-07-16,300.6499938964844,300.8800048828125,299.44000244140625,299.7799987792969,279.9641418457031,36650100,-0.0032252742168017434,1.04023937735661e-05
2019-07-17,299.75,299.92999267578125,297.739990234375,297.739990234375,278.0589294433594,36036300,-0.00680501885792506,4.6308281656715696e-05
2019-07-18,297.19000244140625,299.25,296.70001220703125,298.8299865722656,279.0769348144531,51392600,0.0036609000256653257,1.3402188997916382e-05
2019-07-19,300.0400085449219,300.07000732421875,296.9800109863281,297.1700134277344,277.5266418457031,58678600,-0.0055549082057393395,3.0857005174190245e-05
2019-07-22,297.6099853515625,298.5,297.0400085449219,297.8999938964844,278.2084655761719,43638100,0.0024564405416616086,6.034100134718777e-06
2019-07-23,299.1400146484375,300.0299987792969,298.2200012207031,300.0299987792969,280.1976013183594,44564500,0.0071500668897384045,5.112345652773342e-05
2019-07-24,299.19000244140625,301.44000244140625,299.0899963378906,301.44000244140625,281.5143737792969,47213200,0.004699542271926482,2.2085697565623922e-05
2019-07-25,300.94000244140625,301.0,299.1099853515625,300.0,280.1695556640625,55394100,-0.004777078124148959,2.2820475404222538e-05
2019-07-26,300.760009765625,302.2300109863281,300.6199951171875,302.010009765625,282.0467834472656,45084100,0.006700032552083401,4.489043619897722e-05
2019-07-29,301.8800048828125,302.010009765625,300.8500061035156,301.4599914550781,281.5331115722656,38126500,-0.001821192320657583,3.316741468822153e-06
2019-07-30,299.9100036621094,301.1700134277344,299.489990234375,300.7200012207031,280.8420104980469,45849000,-0.0024546880360581946,6.025493354367237e-06
2019-07-31,300.989990234375,301.20001220703125,295.20001220703125,297.42999267578125,277.7695007324219,104245200,-0.010940438053893442,0.00011969318481107972
2019-08-01,297.6000061035156,300.8699951171875,293.9599914550781,294.8399963378906,275.3507385253906,142646600,-0.008707919179872015,7.58278564431829e-05
2019-08-02,293.8500061035156,294.1199951171875,290.8999938964844,292.6199951171875,273.2774353027344,116749700,-0.00752951176325134,5.66935473929403e-05
2019-08-05,288.0899963378906,288.2099914550781,281.7200012207031,283.82000732421875,265.0590515136719,178745400,-0.030073091175620292,0.0009043908128571711
2019-08-06,285.9100036621094,288.0400085449219,284.2799987792969,287.79998779296875,268.7759704589844,120711700,0.014022903128895647,0.00019664181216239132
2019-08-07,284.3999938964844,288.82000732421875,282.0400085449219,287.9700012207031,268.93475341796875,140572300,0.0005907346592963769,3.489674376940065e-07
2019-08-08,289.6199951171875,293.6199951171875,289.010009765625,293.6199951171875,274.2113037109375,87713900,0.019620078037761113,0.000384947462207836
2019-08-09,292.5799865722656,293.239990234375,289.6499938964844,291.6199951171875,272.343505859375,93730000,-0.006811525213743619,4.6396875737465056e-05
